Order_ID,Customer_ID,Customer_Name,Age,Gender,City,Product,Category,Quantity,Unit_Price,Discount,Payment_Method,Order_Date,Sales
ORD15288,CUST1337,Amit Pawar,47,Female,Kolkata,Printer,Office,5,12000,0.2,Cash,2025-01-12,48000.0
ORD15289,CUST1287,Kavya Khan,31,Female,Ahmedabad,Printer,Office,1,12000,0.15,UPI,2025-10-03,10200.0
ORD15290,CUST1631,Aditya Deshmukh,40,Female,Mumbai,Monitor,Electronics,5,14000,0.1,Debit Card,2025-03-27,63000.0
ORD15291,CUST2367,Arjun Patil,19,Male,Hyderabad,Monitor,Electronics,3,14000,0.0,UPI,2025-12-23,42000.0
ORD15292,CUST2055,Suresh Sharma,20,Male,Chennai,Printer,Office,4,12000,0.1,UPI,2025-03-07,43200.0
ORD15293,CUST1666,Neha Gupta,23,Female,Chennai,Keyboard,Accessories,4,1800,0.15,UPI,2025-03-12,6120.0
ORD15294,CUST2796,Amit Sharma,36,Male,Pune,Monitor,Electronics,5,14000,0.05,Credit Card,2025-02-10,66500.0
ORD15295,CUST2511,Ananya Khan,38,Male,Ahmedabad,Keyboard,Accessories,1,1800,0.05,UPI,2025-05-20,1710.0
ORD15296,CUST2643,Kavya Joshi,62,Female,Pune,Laptop,Electronics,2,55000,0.0,UPI,2025-07-14,110000.0
ORD15297,CUST2275,Amit Pawar,37,Female,Ahmedabad,Tablet,Electronics,4,22000,0.1,Net Banking,2025-10-22,79200.0
ORD15298,CUST2387,Arjun Gupta,38,Female,Nashik,Camera,Electronics,2,35000,0.05,UPI,2025-10-10,66500.0
ORD15299,CUST1107,Neha Joshi,57,Male,Mumbai,Monitor,Electronics,4,14000,0.0,UPI,2025-05-30,56000.0
ORD15300,CUST1506,Aditya Singh,21,Male,Ahmedabad,Printer,Office,1,12000,0.15,UPI,2025-11-08,10200.0
ORD15301,CUST2466,Aditya Singh,42,Male,Nashik,Tablet,Electronics,1,22000,0.1,UPI,2025-11-06,19800.0
ORD15302,CUST1117,Priya Pawar,24,Female,Bengaluru,Tablet,Electronics,4,22000,0.05,UPI,2025-10-06,83600.0
ORD15303,CUST2269,Neha Gupta,24,Male,Nagpur,Mobile Phone,Electronics,5,25000,0.05,Cash,2025-04-30,118750.0
ORD15304,CUST1079,Vikram Khan,50,Male,Ahmedabad,Printer,Office,1,12000,0.05,Net Banking,2025-02-23,11400.0
ORD15305,CUST1741,Priya Shah,43,Female,Nagpur,Camera,Electronics,1,35000,0.1,Credit Card,2025-03-07,31500.0
ORD15306,CUST2510,Riya Singh,34,Male,Pune,Printer,Office,3,12000,0.05,Credit Card,2025-12-21,34200.0
ORD15307,CUST1023,Neha Deshmukh,25,Female,Delhi,Monitor,Electronics,1,14000,0.1,Net Banking,2025-07-13,12600.0
ORD15308,CUST2221,Pooja Pawar,43,Male,Hyderabad,Headphones,Electronics,3,2500,0.15,Net Banking,2025-01-31,6375.0
ORD15309,CUST1361,Priya Singh,32,Male,Bengaluru,Laptop,Electronics,1,55000,0.1,Credit Card,2025-01-08,49500.0
ORD15310,CUST1700,Aditya More,37,Male,Nashik,Keyboard,Accessories,1,1800,0.05,Debit Card,2025-11-09,1710.0
ORD15311,CUST2451,Rahul Singh,36,Female,Bengaluru,Headphones,Electronics,5,2500,0.1,UPI,2025-09-16,11250.0
ORD15312,CUST1217,Rahul Pawar,24,Male,Nagpur,Laptop,Electronics,5,55000,0.15,UPI,2025-06-26,233750.0
ORD15313,CUST1990,Priya Deshmukh,62,Female,Nagpur,Headphones,Electronics,1,2500,0.0,UPI,2025-04-07,2500.0
ORD15314,CUST2783,Priya Pawar,18,Female,Hyderabad,Keyboard,Accessories,4,1800,0.0,Credit Card,2025-12-03,7200.0
ORD15315,CUST2690,Rohan Patil,56,Female,Kolkata,Smartwatch,Electronics,4,6000,0.1,Credit Card,2025-01-09,21600.0
ORD15316,CUST1707,Riya Shah,54,Female,Pune,Printer,Office,1,12000,0.1,UPI,2025-06-11,10800.0
ORD15317,CUST1628,Vikram Sharma,35,Male,Nashik,Headphones,Electronics,4,2500,0.05,Cash,2025-07-04,9500.0
ORD15318,CUST2220,Vikram Verma,25,Male,Ahmedabad,Monitor,Electronics,1,14000,0.1,Credit Card,2025-01-15,12600.0
ORD15319,CUST1567,Rahul Deshmukh,32,Male,Delhi,Camera,Electronics,5,35000,0.1,UPI,2025-10-22,157500.0
ORD15320,CUST2711,Meera Verma,23,Female,Mumbai,Mouse,Accessories,2,900,0.15,Credit Card,2025-06-16,1530.0
ORD15321,CUST1443,Rahul Deshmukh,54,Female,Ahmedabad,Monitor,Electronics,3,14000,0.0,UPI,2025-03-08,42000.0
ORD15322,CUST2483,Sneha Patil,39,Female,Nagpur,Keyboard,Accessories,4,1800,0.15,Net Banking,2025-06-27,6120.0
ORD15323,CUST1459,Pooja More,28,Male,Delhi,Camera,Electronics,4,35000,0.0,UPI,2025-09-09,140000.0
ORD15324,CUST2508,Ananya Verma,43,Male,Chennai,Monitor,Electronics,5,14000,0.1,UPI,2025-09-07,63000.0
ORD15325,CUST1144,Aarav Deshmukh,25,Male,Nagpur,Tablet,Electronics,4,22000,0.1,Credit Card,2025-05-21,79200.0
ORD15326,CUST1314,Rahul Verma,26,Female,Nagpur,Printer,Office,1,12000,0.05,UPI,2025-09-26,11400.0
ORD15327,CUST1875,Kavya Patil,30,Male,Bengaluru,Camera,Electronics,1,35000,0.15,UPI,2025-08-14,29750.0
ORD15328,CUST1729,Meera Joshi,20,Male,Chennai,Tablet,Electronics,2,22000,0.0,Cash,2025-05-15,44000.0
ORD15329,CUST2281,Neha Gupta,20,Female,Pune,Monitor,Electronics,2,14000,0.1,Credit Card,2025-11-25,25200.0
ORD15330,CUST1639,Amit Sharma,24,Female,Hyderabad,Laptop,Electronics,2,55000,0.05,Net Banking,2025-09-04,104500.0
ORD15331,CUST1474,Aarav Patil,20,Male,Hyderabad,Mobile Phone,Electronics,1,25000,0.1,Net Banking,2025-09-08,22500.0
ORD15332,CUST1685,Riya Patil,28,Female,Nagpur,Laptop,Electronics,2,55000,0.0,Net Banking,2025-02-03,110000.0
ORD15333,CUST1606,Aarav Gupta,63,Male,Nagpur,Printer,Office,2,12000,0.15,UPI,2025-04-09,20400.0
ORD15334,CUST2523,Priya Shah,45,Male,Kolkata,Camera,Electronics,1,35000,0.15,Net Banking,2025-06-12,29750.0
ORD15335,CUST1902,Ananya Kulkarni,59,Female,Ahmedabad,Camera,Electronics,5,35000,0.15,UPI,2025-11-15,148750.0
ORD15336,CUST2243,Meera Khan,48,Male,Pune,Printer,Office,4,12000,0.0,Debit Card,2025-09-04,48000.0
ORD15337,CUST2588,Rahul Joshi,26,Female,Pune,Tablet,Electronics,3,22000,0.1,Cash,2025-02-19,59400.0
ORD15338,CUST2555,Neha Shah,44,Male,Mumbai,Mobile Phone,Electronics,1,25000,0.0,UPI,2025-02-01,25000.0
ORD15339,CUST2382,Meera Shah,29,Female,Bengaluru,Monitor,Electronics,1,14000,0.15,UPI,2025-05-04,11900.0
ORD15340,CUST2261,Riya Joshi,25,Male,Chennai,Keyboard,Accessories,3,1800,0.1,Debit Card,2025-07-25,4860.0
ORD15341,CUST2707,Aditya Singh,61,Female,Ahmedabad,Laptop,Electronics,3,55000,0.1,UPI,2025-12-13,148500.0
ORD15342,CUST1275,Neha Deshmukh,58,Female,Pune,Laptop,Electronics,2,55000,0.1,Debit Card,2025-09-24,99000.0
ORD15343,CUST2831,Rohan Gupta,39,Male,Pune,Mouse,Accessories,3,900,0.0,UPI,2025-01-10,2700.0
ORD15344,CUST2900,Kavya Kulkarni,35,Male,Mumbai,Mobile Phone,Electronics,4,25000,0.1,Net Banking,2025-09-13,90000.0
ORD15345,CUST2696,Neha Khan,47,Male,Hyderabad,Keyboard,Accessories,4,1800,0.05,Credit Card,2025-01-27,6840.0
ORD15346,CUST1752,Aditya Gupta,28,Female,Nashik,Laptop,Electronics,4,55000,0.2,Cash,2025-09-05,176000.0
ORD15347,CUST2601,Neha Sharma,19,Male,Pune,Keyboard,Accessories,4,1800,0.15,Debit Card,2025-06-08,6120.0
ORD15348,CUST1217,Kavya Shah,46,Male,Chennai,Monitor,Electronics,4,14000,0.1,Net Banking,2025-04-09,50400.0
ORD15349,CUST2583,Neha More,43,Female,Nashik,Camera,Electronics,2,35000,0.15,Credit Card,2025-02-04,59500.0
ORD15350,CUST2421,Meera Verma,31,Female,Hyderabad,Keyboard,Accessories,1,1800,0.05,UPI,2025-12-12,1710.0
ORD15351,CUST2098,Amit Patil,45,Male,Chennai,Laptop,Electronics,3,55000,0.15,Debit Card,2025-09-14,140250.0
ORD15352,CUST1676,Sneha Verma,52,Female,Pune,Tablet,Electronics,1,22000,0.05,Net Banking,2025-11-11,20900.0
ORD15353,CUST1710,Kavya Joshi,23,Male,Mumbai,Mobile Phone,Electronics,3,25000,0.1,Cash,2025-12-09,67500.0
ORD15354,CUST1923,Rahul Patil,53,Female,Mumbai,Printer,Office,2,12000,0.1,Credit Card,2025-01-17,21600.0
ORD15355,CUST2352,Rahul Patil,29,Male,Delhi,Headphones,Electronics,2,2500,0.0,Cash,2025-02-03,5000.0
ORD15356,CUST1408,Priya Pawar,51,Male,Delhi,Smartwatch,Electronics,5,6000,0.05,Debit Card,2025-02-21,28500.0
ORD15357,CUST1148,Arjun Deshmukh,23,Female,Bengaluru,Smartwatch,Electronics,5,6000,0.0,Net Banking,2025-04-26,30000.0
ORD15358,CUST2110,Neha Khan,54,Male,Mumbai,Headphones,Electronics,2,2500,0.2,UPI,2025-01-24,4000.0
ORD15359,CUST2545,Riya Shah,54,Male,Chennai,Keyboard,Accessories,2,1800,0.0,UPI,2025-12-04,3600.0
ORD15360,CUST1503,Riya Deshmukh,25,Female,Pune,Mobile Phone,Electronics,3,25000,0.1,UPI,2025-09-20,67500.0
ORD15361,CUST2789,Amit Gupta,54,Female,Kolkata,Keyboard,Accessories,2,1800,0.15,Debit Card,2025-04-27,3060.0
ORD15362,CUST1232,Vikram Kulkarni,57,Male,Delhi,Printer,Office,1,12000,0.05,Debit Card,2025-05-06,11400.0
ORD15363,CUST2912,Ananya Singh,50,Female,Ahmedabad,Mobile Phone,Electronics,3,25000,0.1,Debit Card,2025-12-18,67500.0
ORD15364,CUST1498,Vikram More,58,Female,Chennai,Headphones,Electronics,2,2500,0.1,Debit Card,2025-01-03,4500.0
ORD15365,CUST1423,Riya Kulkarni,63,Female,Chennai,Keyboard,Accessories,3,1800,0.0,Credit Card,2025-03-12,5400.0
ORD15366,CUST2491,Aditya Patil,48,Male,Mumbai,Mouse,Accessories,3,900,0.15,UPI,2025-08-15,2295.0
ORD15367,CUST1247,Suresh Khan,51,Male,Kolkata,Laptop,Electronics,4,55000,0.05,Cash,2025-07-21,209000.0
ORD15368,CUST2394,Amit Khan,28,Male,Bengaluru,Tablet,Electronics,5,22000,0.05,UPI,2025-11-21,104500.0
ORD15369,CUST2537,Sneha Verma,53,Male,Nagpur,Camera,Electronics,3,35000,0.1,Net Banking,2025-06-17,94500.0
ORD15370,CUST2803,Rahul Gupta,21,Male,Pune,Tablet,Electronics,3,22000,0.05,UPI,2025-08-18,62700.0
ORD15371,CUST1105,Riya Khan,34,Male,Kolkata,Printer,Office,4,12000,0.15,UPI,2025-05-09,40800.0
ORD15372,CUST1234,Rahul Patil,33,Female,Nagpur,Keyboard,Accessories,2,1800,0.15,UPI,2025-09-12,3060.0
ORD15373,CUST2482,Arjun Patil,47,Female,Pune,Monitor,Electronics,3,14000,0.1,UPI,2025-08-10,37800.0
ORD15374,CUST2281,Pooja Joshi,56,Male,Delhi,Mobile Phone,Electronics,4,25000,0.05,Net Banking,2025-06-10,95000.0
ORD15375,CUST1475,Neha Verma,61,Male,Chennai,Keyboard,Accessories,1,1800,0.05,UPI,2025-03-04,1710.0
ORD15376,CUST2617,Aarav Kulkarni,22,Male,Hyderabad,Mobile Phone,Electronics,4,25000,0.05,UPI,2025-05-09,95000.0
ORD15377,CUST2659,Meera Kulkarni,57,Male,Delhi,Camera,Electronics,5,35000,0.1,Net Banking,2025-03-15,157500.0
ORD15378,CUST2004,Amit Singh,54,Female,Mumbai,Mouse,Accessories,5,900,0.15,Debit Card,2025-06-28,3825.0
ORD15379,CUST2196,Riya More,60,Male,Mumbai,Tablet,Electronics,2,22000,0.05,Net Banking,2025-10-13,41800.0
ORD15380,CUST2843,Suresh Joshi,43,Female,Nagpur,Laptop,Electronics,2,55000,0.0,UPI,2025-01-08,110000.0
ORD15381,CUST2297,Kavya More,45,Male,Bengaluru,Camera,Electronics,5,35000,0.1,UPI,2025-12-17,157500.0
ORD15382,CUST2895,Sneha Gupta,36,Female,Nashik,Camera,Electronics,5,35000,0.0,UPI,2025-06-01,175000.0
ORD15383,CUST1759,Suresh Joshi,38,Female,Kolkata,Tablet,Electronics,3,22000,0.1,UPI,2025-08-15,59400.0
ORD15384,CUST1875,Rohan Verma,45,Male,Nagpur,Camera,Electronics,5,35000,0.1,UPI,2025-02-23,157500.0
ORD15385,CUST2912,Ananya Deshmukh,36,Male,Bengaluru,Monitor,Electronics,2,14000,0.1,Net Banking,2025-08-30,25200.0
ORD15386,CUST2218,Amit Pawar,53,Female,Nashik,Monitor,Electronics,5,14000,0.05,Net Banking,2025-11-01,66500.0
ORD15387,CUST1112,Aarav Sharma,28,Male,Pune,Smartwatch,Electronics,2,6000,0.15,Net Banking,2025-04-05,10200.0
ORD15388,CUST1023,Ananya Singh,36,Male,Pune,Smartwatch,Electronics,1,6000,0.0,Credit Card,2025-09-18,6000.0
ORD15389,CUST1937,Riya Khan,22,Male,Chennai,Monitor,Electronics,5,14000,0.15,UPI,2025-04-17,59500.0
ORD15390,CUST2918,Neha Singh,19,Male,Nagpur,Headphones,Electronics,2,2500,0.05,UPI,2025-03-05,4750.0
ORD15391,CUST1315,Rohan Patil,42,Male,Mumbai,Mouse,Accessories,4,900,0.15,UPI,2025-10-04,3060.0
ORD15392,CUST1202,Ananya Kulkarni,43,Male,Pune,Mobile Phone,Electronics,3,25000,0.1,Credit Card,2025-05-22,67500.0
ORD15393,CUST2525,Arjun Joshi,47,Female,Chennai,Mouse,Accessories,2,900,0.0,Debit Card,2025-06-24,1800.0
ORD15394,CUST1618,Priya Shah,34,Male,Kolkata,Printer,Office,5,12000,0.15,Credit Card,2025-07-29,51000.0
ORD15395,CUST1606,Vikram Gupta,38,Male,Pune,Camera,Electronics,5,35000,0.1,Cash,2025-02-16,157500.0
ORD15396,CUST1995,Ananya More,37,Male,Chennai,Laptop,Electronics,1,55000,0.0,Net Banking,2025-01-07,55000.0
ORD15397,CUST1025,Meera Patil,35,Male,Pune,Camera,Electronics,4,35000,0.0,Net Banking,2025-02-25,140000.0
ORD15398,CUST1657,Kavya Deshmukh,64,Female,Ahmedabad,Mouse,Accessories,2,900,0.1,UPI,2025-01-07,1620.0
ORD15399,CUST2532,Vikram Sharma,33,Female,Mumbai,Monitor,Electronics,4,14000,0.1,Net Banking,2025-10-06,50400.0
ORD15400,CUST2390,Priya Shah,45,Female,Pune,Tablet,Electronics,1,22000,0.1,Net Banking,2025-09-21,19800.0
ORD15401,CUST1531,Pooja Kulkarni,29,Male,Mumbai,Printer,Office,3,12000,0.1,Credit Card,2025-08-22,32400.0
ORD15402,CUST2746,Priya Deshmukh,57,Male,Mumbai,Monitor,Electronics,4,14000,0.1,Credit Card,2025-01-14,50400.0
ORD15403,CUST2618,Arjun More,23,Male,Delhi,Mouse,Accessories,1,900,0.15,UPI,2025-08-24,765.0
ORD15404,CUST1046,Vikram Joshi,41,Male,Ahmedabad,Tablet,Electronics,2,22000,0.1,Net Banking,2025-03-12,39600.0
ORD15405,CUST2059,Sneha Joshi,60,Male,Nagpur,Laptop,Electronics,3,55000,0.05,UPI,2025-06-29,156750.0
ORD15406,CUST1202,Rahul Pawar,23,Female,Pune,Mouse,Accessories,5,900,0.15,Credit Card,2025-12-02,3825.0
ORD15407,CUST2559,Neha Shah,34,Male,Ahmedabad,Mobile Phone,Electronics,1,25000,0.0,Debit Card,2025-08-11,25000.0
ORD15408,CUST1365,Suresh Singh,59,Male,Mumbai,Keyboard,Accessories,5,1800,0.05,Cash,2025-10-27,8550.0
ORD15409,CUST1470,Pooja Singh,36,Female,Nashik,Tablet,Electronics,3,22000,0.1,Credit Card,2025-08-15,59400.0
ORD15410,CUST2324,Suresh Khan,64,Female,Hyderabad,Mouse,Accessories,1,900,0.05,Debit Card,2025-06-20,855.0
ORD15411,CUST1777,Riya Verma,65,Male,Pune,Monitor,Electronics,1,14000,0.0,Debit Card,2025-02-14,14000.0
ORD15412,CUST1416,Amit Deshmukh,45,Male,Delhi,Mobile Phone,Electronics,3,25000,0.0,UPI,2025-01-09,75000.0
ORD15413,CUST2370,Kavya Kulkarni,46,Female,Mumbai,Headphones,Electronics,2,2500,0.1,Net Banking,2025-09-03,4500.0
ORD15414,CUST2373,Suresh More,24,Male,Chennai,Tablet,Electronics,1,22000,0.2,UPI,2025-09-21,17600.0
ORD15415,CUST1699,Rohan Shah,36,Female,Mumbai,Mobile Phone,Electronics,3,25000,0.1,UPI,2025-05-10,67500.0
ORD15416,CUST1810,Riya Pawar,25,Male,Nashik,Monitor,Electronics,4,14000,0.1,Credit Card,2025-06-22,50400.0
ORD15417,CUST1190,Rohan More,25,Male,Bengaluru,Mouse,Accessories,5,900,0.05,Debit Card,2025-05-07,4275.0
ORD15418,CUST2427,Rahul Pawar,22,Male,Kolkata,Camera,Electronics,1,35000,0.05,Cash,2025-10-14,33250.0
ORD15419,CUST2776,Aarav More,60,Female,Ahmedabad,Laptop,Electronics,4,55000,0.0,Debit Card,2025-02-10,220000.0
ORD15420,CUST1349,Rohan Verma,51,Female,Nashik,Camera,Electronics,1,35000,0.05,Credit Card,2025-04-11,33250.0
ORD15421,CUST1373,Rohan Kulkarni,38,Female,Nashik,Keyboard,Accessories,2,1800,0.05,Debit Card,2025-07-11,3420.0
ORD15422,CUST2663,Amit Kulkarni,21,Female,Hyderabad,Mobile Phone,Electronics,3,25000,0.0,Credit Card,2025-04-30,75000.0
ORD15423,CUST2529,Meera Sharma,61,Male,Pune,Keyboard,Accessories,1,1800,0.0,Net Banking,2025-11-16,1800.0
ORD15424,CUST2315,Pooja Sharma,53,Female,Delhi,Laptop,Electronics,3,55000,0.1,Net Banking,2025-09-10,148500.0
ORD15425,CUST2996,Riya Pawar,22,Female,Delhi,Mobile Phone,Electronics,1,25000,0.15,UPI,2025-11-10,21250.0
ORD15426,CUST2928,Sneha Shah,40,Female,Pune,Smartwatch,Electronics,2,6000,0.15,Credit Card,2025-08-18,10200.0
ORD15427,CUST1985,Priya Shah,36,Male,Bengaluru,Monitor,Electronics,2,14000,0.1,Credit Card,2025-05-25,25200.0
ORD15428,CUST1987,Pooja Kulkarni,59,Female,Kolkata,Mobile Phone,Electronics,4,25000,0.0,Debit Card,2025-05-10,100000.0
ORD15429,CUST1111,Aarav Khan,63,Female,Hyderabad,Monitor,Electronics,2,14000,0.1,Credit Card,2025-04-01,25200.0
ORD15430,CUST2579,Riya Shah,32,Female,Mumbai,Camera,Electronics,3,35000,0.0,Credit Card,2025-07-07,105000.0
ORD15431,CUST2527,Suresh Pawar,31,Male,Nashik,Printer,Office,2,12000,0.1,Credit Card,2025-02-07,21600.0
ORD15432,CUST2325,Aarav Gupta,65,Female,Chennai,Tablet,Electronics,1,22000,0.15,UPI,2025-02-12,18700.0
ORD15433,CUST1646,Rohan Verma,25,Female,Pune,Printer,Office,2,12000,0.1,UPI,2025-05-27,21600.0
ORD15434,CUST2037,Aditya Singh,26,Male,Bengaluru,Mouse,Accessories,3,900,0.2,Debit Card,2025-07-11,2160.0
ORD15435,CUST1523,Neha Singh,57,Male,Nagpur,Tablet,Electronics,1,22000,0.1,Credit Card,2025-02-04,19800.0
ORD15436,CUST2126,Suresh Pawar,28,Male,Nagpur,Tablet,Electronics,4,22000,0.1,Net Banking,2025-02-13,79200.0
ORD15437,CUST2990,Ananya Pawar,61,Female,Pune,Headphones,Electronics,4,2500,0.05,UPI,2025-12-26,9500.0
ORD15438,CUST1197,Aarav Sharma,63,Female,Chennai,Tablet,Electronics,4,22000,0.15,UPI,2025-01-25,74800.0
ORD15439,CUST2415,Pooja More,35,Male,Delhi,Laptop,Electronics,1,55000,0.0,Credit Card,2025-07-29,55000.0
ORD15440,CUST1055,Rahul Singh,49,Female,Pune,Printer,Office,4,12000,0.15,Debit Card,2025-06-26,40800.0
ORD15441,CUST1183,Neha Kulkarni,61,Male,Delhi,Camera,Electronics,2,35000,0.05,Credit Card,2025-03-15,66500.0
ORD15442,CUST2043,Vikram Singh,53,Male,Delhi,Monitor,Electronics,1,14000,0.0,UPI,2025-08-15,14000.0
ORD15443,CUST1363,Arjun Pawar,62,Male,Kolkata,Mouse,Accessories,1,900,0.15,Credit Card,2025-11-16,765.0
ORD15444,CUST2798,Meera Verma,38,Male,Ahmedabad,Tablet,Electronics,1,22000,0.0,Credit Card,2025-08-05,22000.0
ORD15445,CUST1473,Vikram Deshmukh,44,Female,Nagpur,Mouse,Accessories,5,900,0.15,Net Banking,2025-01-30,3825.0
ORD15446,CUST1009,Ananya Verma,65,Female,Kolkata,Camera,Electronics,3,35000,0.05,UPI,2025-01-02,99750.0
ORD15447,CUST1660,Rohan Singh,59,Male,Chennai,Mouse,Accessories,5,900,0.15,UPI,2025-11-10,3825.0
ORD15448,CUST1025,Sneha Sharma,38,Female,Ahmedabad,Camera,Electronics,5,35000,0.1,UPI,2025-11-12,157500.0
ORD15449,CUST2330,Amit Deshmukh,28,Female,Mumbai,Tablet,Electronics,5,22000,0.1,UPI,2025-06-09,99000.0
ORD15450,CUST2608,Pooja Shah,61,Male,Kolkata,Camera,Electronics,3,35000,0.05,Credit Card,2025-08-11,99750.0
ORD15451,CUST2458,Aarav Joshi,51,Male,Delhi,Tablet,Electronics,5,22000,0.0,Debit Card,2025-08-17,110000.0
ORD15452,CUST2446,Rahul Gupta,22,Female,Chennai,Headphones,Electronics,4,2500,0.15,UPI,2025-09-30,8500.0
ORD15453,CUST2858,Neha More,45,Female,Chennai,Headphones,Electronics,1,2500,0.0,Debit Card,2025-12-26,2500.0
ORD15454,CUST2081,Kavya Pawar,27,Male,Nashik,Camera,Electronics,1,35000,0.05,UPI,2025-12-26,33250.0
ORD15455,CUST2558,Pooja Singh,65,Male,Pune,Headphones,Electronics,2,2500,0.1,Net Banking,2025-11-13,4500.0
ORD15456,CUST1824,Priya Kulkarni,29,Female,Kolkata,Monitor,Electronics,4,14000,0.1,Debit Card,2025-08-24,50400.0
ORD15457,CUST2572,Kavya Deshmukh,58,Male,Bengaluru,Monitor,Electronics,3,14000,0.0,Credit Card,2025-05-26,42000.0
ORD15458,CUST2203,Aditya Kulkarni,20,Female,Mumbai,Headphones,Electronics,1,2500,0.0,Net Banking,2025-11-24,2500.0
ORD15459,CUST1068,Suresh More,18,Male,Nashik,Headphones,Electronics,5,2500,0.0,Debit Card,2025-06-04,12500.0
ORD15460,CUST2520,Priya Singh,54,Male,Ahmedabad,Smartwatch,Electronics,2,6000,0.15,Cash,2025-09-26,10200.0
ORD15461,CUST2025,Amit Gupta,57,Male,Delhi,Smartwatch,Electronics,2,6000,0.0,Net Banking,2025-11-30,12000.0
ORD15462,CUST1048,Aarav More,18,Male,Bengaluru,Tablet,Electronics,1,22000,0.2,Net Banking,2025-08-02,17600.0
ORD15463,CUST2441,Vikram Gupta,30,Male,Delhi,Camera,Electronics,4,35000,0.0,UPI,2025-07-21,140000.0
ORD15464,CUST2688,Arjun More,55,Male,Kolkata,Keyboard,Accessories,2,1800,0.0,UPI,2025-11-17,3600.0
ORD15465,CUST1945,Kavya Verma,32,Female,Ahmedabad,Keyboard,Accessories,1,1800,0.1,Debit Card,2025-12-11,1620.0
ORD15466,CUST2221,Neha Kulkarni,24,Male,Mumbai,Headphones,Electronics,4,2500,0.0,UPI,2025-12-07,10000.0
ORD15467,CUST2594,Suresh Singh,47,Female,Nagpur,Mouse,Accessories,1,900,0.1,Credit Card,2025-04-08,810.0
ORD15468,CUST2072,Sneha Joshi,41,Female,Ahmedabad,Headphones,Electronics,1,2500,0.15,Credit Card,2025-03-01,2125.0
ORD15469,CUST2977,Riya Shah,25,Female,Nagpur,Smartwatch,Electronics,4,6000,0.0,Credit Card,2025-03-14,24000.0
ORD15470,CUST2984,Ananya Kulkarni,20,Male,Nagpur,Tablet,Electronics,4,22000,0.15,Cash,2025-09-11,74800.0
ORD15471,CUST1355,Suresh More,32,Female,Bengaluru,Headphones,Electronics,4,2500,0.05,Credit Card,2025-04-10,9500.0
ORD15472,CUST2258,Ananya Joshi,53,Female,Chennai,Printer,Office,1,12000,0.0,Cash,2025-01-06,12000.0
ORD15473,CUST2010,Pooja Deshmukh,58,Male,Delhi,Mouse,Accessories,2,900,0.0,Debit Card,2025-08-24,1800.0
ORD15474,CUST1437,Kavya Khan,60,Male,Bengaluru,Printer,Office,3,12000,0.15,Debit Card,2025-06-12,30600.0
ORD15475,CUST1700,Priya Sharma,31,Male,Pune,Tablet,Electronics,3,22000,0.0,Credit Card,2025-03-26,66000.0
ORD15476,CUST2918,Priya Kulkarni,44,Male,Ahmedabad,Tablet,Electronics,1,22000,0.15,UPI,2025-03-05,18700.0
ORD15477,CUST1626,Meera More,47,Female,Nagpur,Monitor,Electronics,1,14000,0.1,Debit Card,2025-12-17,12600.0
ORD15478,CUST1090,Riya Patil,58,Female,Nashik,Mobile Phone,Electronics,2,25000,0.0,Cash,2025-01-18,50000.0
ORD15479,CUST1369,Aditya Pawar,61,Female,Hyderabad,Printer,Office,4,12000,0.1,Credit Card,2025-03-08,43200.0
ORD15480,CUST1939,Arjun Kulkarni,54,Male,Delhi,Monitor,Electronics,1,14000,0.15,UPI,2025-02-19,11900.0
ORD15481,CUST2193,Rohan Khan,23,Female,Pune,Smartwatch,Electronics,5,6000,0.1,Debit Card,2025-02-10,27000.0
ORD15482,CUST2387,Aarav Patil,36,Female,Nagpur,Laptop,Electronics,4,55000,0.1,Cash,2025-01-22,198000.0
ORD15483,CUST2946,Ananya Verma,54,Male,Mumbai,Mouse,Accessories,1,900,0.15,Credit Card,2025-02-17,765.0
ORD15484,CUST1955,Ananya Kulkarni,18,Female,Bengaluru,Laptop,Electronics,5,55000,0.0,Debit Card,2025-11-14,275000.0
ORD15485,CUST2897,Arjun Patil,42,Male,Delhi,Camera,Electronics,2,35000,0.15,Debit Card,2025-08-29,59500.0
ORD15486,CUST2201,Aarav Sharma,27,Male,Nagpur,Smartwatch,Electronics,5,6000,0.15,UPI,2025-09-02,25500.0
ORD15487,CUST1500,Priya Patil,63,Female,Mumbai,Smartwatch,Electronics,1,6000,0.1,UPI,2025-06-17,5400.0
ORD15488,CUST1704,Neha Sharma,43,Female,Pune,Laptop,Electronics,3,55000,0.15,Debit Card,2025-11-26,140250.0
ORD15489,CUST1133,Arjun Shah,40,Male,Mumbai,Printer,Office,1,12000,0.1,Credit Card,2025-06-04,10800.0
ORD15490,CUST1172,Aarav Shah,34,Female,Delhi,Mobile Phone,Electronics,3,25000,0.1,Credit Card,2025-04-12,67500.0
ORD15491,CUST2554,Neha Deshmukh,47,Male,Delhi,Printer,Office,2,12000,0.1,Net Banking,2025-02-16,21600.0
ORD15492,CUST1763,Ananya Deshmukh,44,Female,Kolkata,Laptop,Electronics,2,55000,0.05,Debit Card,2025-06-16,104500.0
ORD15493,CUST1441,Rohan More,28,Male,Bengaluru,Camera,Electronics,4,35000,0.1,UPI,2025-10-05,126000.0
ORD15494,CUST1985,Aarav Shah,21,Female,Nagpur,Printer,Office,4,12000,0.05,Credit Card,2025-03-21,45600.0
